               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.017984,           0.0054992,                   0,              0.9994,                   1,               0.995,             0.76888,            0.015326,            0.003163,                   0,           0.0094088,           0.0094088,           0.0094088
                 167,            0.018045,            0.004684,                   0,             0.99967,                   1,               0.995,             0.87206,            0.010124,           0.0029526,                   0,           0.0094018,           0.0094018,           0.0094018
                 168,             0.01771,            0.004789,                   0,             0.99947,                   1,               0.995,             0.91527,            0.018408,             0.00282,                   0,           0.0093948,           0.0093948,           0.0093948
                 169,            0.017865,           0.0043432,                   0,             0.99991,                   1,               0.995,             0.80721,            0.015157,           0.0025458,                   0,           0.0093877,           0.0093877,           0.0093877
                 170,            0.022668,            0.005806,                   0,             0.99987,                   1,               0.995,             0.73619,            0.020733,           0.0024969,                   0,           0.0093805,           0.0093805,           0.0093805
                 171,             0.02434,           0.0059204,                   0,             0.99972,                   1,               0.995,             0.81798,            0.018457,            0.002448,                   0,           0.0093733,           0.0093733,           0.0093733
                 172,            0.022267,           0.0060014,                   0,             0.99991,                   1,               0.995,             0.87334,            0.014648,           0.0027159,                   0,           0.0093661,           0.0093661,           0.0093661
                 173,            0.019098,           0.0056448,                   0,             0.99977,                   1,               0.995,             0.83948,            0.016084,           0.0027284,                   0,           0.0093589,           0.0093589,           0.0093589
                 174,            0.019205,           0.0049438,                   0,             0.99992,                   1,               0.995,             0.90956,            0.012936,           0.0024038,                   0,           0.0093516,           0.0093516,           0.0093516
                 175,             0.02063,           0.0053228,                   0,             0.99982,                   1,               0.995,             0.75758,            0.024064,           0.0025609,                   0,           0.0093442,           0.0093442,           0.0093442
                 176,            0.024424,           0.0051984,                   0,             0.99987,                   1,               0.995,             0.70408,            0.022145,           0.0025315,                   0,           0.0093369,           0.0093369,           0.0093369
                 177,            0.025077,           0.0061069,                   0,              0.9998,                   1,               0.995,             0.85037,            0.018004,           0.0026181,                   0,           0.0093295,           0.0093295,           0.0093295
                 178,            0.022296,           0.0056508,                   0,             0.99992,                   1,               0.995,             0.75323,            0.016787,           0.0031979,                   0,            0.009322,            0.009322,            0.009322
                 179,            0.020128,           0.0057501,                   0,             0.99987,                   1,               0.995,             0.94031,            0.014082,           0.0032256,                   0,           0.0093146,           0.0093146,           0.0093146
                 180,            0.016286,           0.0055252,                   0,             0.99991,                   1,               0.995,             0.87258,            0.012612,           0.0029314,                   0,            0.009307,            0.009307,            0.009307
                 181,             0.01788,           0.0053801,                   0,             0.99981,                   1,               0.995,              0.8955,            0.012732,           0.0027658,                   0,           0.0092995,           0.0092995,           0.0092995
                 182,            0.017995,           0.0049817,                   0,             0.99989,                   1,               0.995,             0.74212,            0.013199,           0.0025721,                   0,           0.0092919,           0.0092919,           0.0092919
                 183,            0.016499,           0.0044908,                   0,             0.99988,                   1,               0.995,             0.86798,            0.010501,           0.0024462,                   0,           0.0092843,           0.0092843,           0.0092843
                 184,            0.016418,           0.0049355,                   0,             0.99973,                   1,               0.995,             0.76646,            0.017258,           0.0026289,                   0,           0.0092766,           0.0092766,           0.0092766
                 185,            0.018942,           0.0052905,                   0,              0.9999,                   1,               0.995,               0.836,            0.015431,           0.0026777,                   0,           0.0092689,           0.0092689,           0.0092689
                 186,            0.024778,           0.0052995,                   0,             0.99988,                   1,               0.995,             0.75161,            0.018616,           0.0027613,                   0,           0.0092611,           0.0092611,           0.0092611
                 187,            0.023951,           0.0050122,                   0,             0.99979,                   1,               0.995,             0.77104,            0.015783,           0.0030859,                   0,           0.0092534,           0.0092534,           0.0092534
                 188,            0.020051,           0.0053508,                   0,             0.99986,                   1,               0.995,             0.90455,            0.008978,           0.0030393,                   0,           0.0092455,           0.0092455,           0.0092455
                 189,            0.016951,           0.0053043,                   0,             0.99993,                   1,               0.995,             0.91028,            0.011466,           0.0025945,                   0,           0.0092377,           0.0092377,           0.0092377
                 190,            0.014633,           0.0050075,                   0,              0.9998,                   1,               0.995,             0.88788,            0.010591,           0.0024506,                   0,           0.0092298,           0.0092298,           0.0092298
                 191,            0.015009,           0.0050219,                   0,             0.99981,                   1,               0.995,              0.8955,            0.013134,           0.0024638,                   0,           0.0092219,           0.0092219,           0.0092219
                 192,            0.017279,           0.0048773,                   0,             0.99993,                   1,               0.995,             0.87279,            0.012037,           0.0024491,                   0,           0.0092139,           0.0092139,           0.0092139
                 193,            0.017144,            0.004406,                   0,             0.99984,                   1,               0.995,              0.8662,            0.016039,           0.0028362,                   0,           0.0092059,           0.0092059,           0.0092059
                 194,            0.018998,           0.0050255,                   0,                   1,                   1,               0.995,             0.71728,            0.014923,           0.0029049,                   0,           0.0091979,           0.0091979,           0.0091979
                 195,            0.020915,           0.0058137,                   0,             0.99982,                   1,               0.995,             0.78344,            0.014183,           0.0029609,                   0,           0.0091898,           0.0091898,           0.0091898
                 196,            0.018018,           0.0048446,                   0,             0.99974,                   1,               0.995,             0.75323,            0.016242,           0.0029689,                   0,           0.0091817,           0.0091817,           0.0091817
                 197,            0.018219,           0.0046846,                   0,             0.99979,                   1,               0.995,             0.82288,            0.014465,           0.0029518,                   0,           0.0091735,           0.0091735,           0.0091735
                 198,            0.014157,           0.0050712,                   0,             0.99983,                   1,               0.995,             0.80688,            0.013824,           0.0027154,                   0,           0.0091653,           0.0091653,           0.0091653
                 199,             0.01525,           0.0055647,                   0,             0.99988,                   1,               0.995,             0.91013,            0.012325,           0.0023804,                   0,           0.0091571,           0.0091571,           0.0091571
                 200,            0.014495,           0.0049808,                   0,             0.99987,                   1,               0.995,             0.87892,            0.017079,           0.0022173,                   0,           0.0091489,           0.0091489,           0.0091489
                 201,            0.017097,           0.0050367,                   0,             0.99991,                   1,               0.995,             0.78838,            0.017956,           0.0021633,                   0,           0.0091406,           0.0091406,           0.0091406
                 202,            0.020103,           0.0053562,                   0,             0.99993,                   1,               0.995,             0.82274,            0.012701,           0.0018731,                   0,           0.0091322,           0.0091322,           0.0091322
                 203,            0.017917,           0.0053792,                   0,             0.99992,                   1,               0.995,             0.68028,            0.019249,           0.0021137,                   0,           0.0091239,           0.0091239,           0.0091239
                 204,            0.024685,           0.0053135,                   0,              0.9999,                   1,               0.995,             0.83949,            0.016701,           0.0020198,                   0,           0.0091155,           0.0091155,           0.0091155
                 205,            0.018586,           0.0051788,                   0,             0.99975,                   1,               0.995,             0.82394,             0.01267,           0.0020049,                   0,           0.0091071,           0.0091071,           0.0091071
                 206,            0.016237,           0.0043152,                   0,              0.9998,                   1,               0.995,              0.8749,            0.013634,           0.0019694,                   0,           0.0090986,           0.0090986,           0.0090986
                 207,            0.016627,           0.0044632,                   0,             0.99989,                   1,               0.995,             0.83794,            0.014103,           0.0020476,                   0,           0.0090901,           0.0090901,           0.0090901
                 208,            0.016644,           0.0054366,                   0,             0.99992,                   1,               0.995,             0.84407,            0.011812,           0.0020478,                   0,           0.0090815,           0.0090815,           0.0090815
                 209,            0.016483,           0.0048114,                   0,             0.99983,                   1,               0.995,             0.71363,            0.016252,           0.0023917,                   0,            0.009073,            0.009073,            0.009073
                 210,            0.018301,           0.0045887,                   0,             0.99986,                   1,               0.995,             0.80436,            0.015112,           0.0023149,                   0,           0.0090643,           0.0090643,           0.0090643
                 211,             0.01838,           0.0039498,                   0,             0.99991,                   1,               0.995,             0.84292,            0.015245,           0.0021863,                   0,           0.0090557,           0.0090557,           0.0090557
                 212,            0.019839,           0.0041433,                   0,             0.99999,                   1,               0.995,             0.82467,            0.015966,            0.002219,                   0,            0.009047,            0.009047,            0.009047
                 213,            0.015612,           0.0044447,                   0,              0.9999,                   1,               0.995,             0.85009,             0.01527,           0.0021188,                   0,           0.0090383,           0.0090383,           0.0090383
                 214,            0.016241,           0.0048311,                   0,             0.99988,                   1,               0.995,             0.87636,            0.011604,           0.0019122,                   0,           0.0090295,           0.0090295,           0.0090295
                 215,            0.014975,           0.0048804,                   0,             0.99973,                   1,               0.995,              0.8955,            0.013734,           0.0019069,                   0,           0.0090208,           0.0090208,           0.0090208
                 216,            0.016086,           0.0039831,                   0,             0.99995,                   1,               0.995,              0.8955,            0.012871,            0.001873,                   0,           0.0090119,           0.0090119,           0.0090119
                 217,            0.016134,            0.004693,                   0,             0.99993,                   1,               0.995,             0.84681,            0.014181,           0.0017328,                   0,           0.0090031,           0.0090031,           0.0090031
                 218,            0.019032,           0.0046603,                   0,             0.99988,                   1,               0.995,              0.8364,            0.014769,           0.0018388,                   0,           0.0089942,           0.0089942,           0.0089942
                 219,              0.0177,           0.0047021,                   0,             0.99973,                   1,               0.995,             0.82303,            0.013032,           0.0019169,                   0,           0.0089853,           0.0089853,           0.0089853
                 220,            0.016656,           0.0044071,                   0,             0.99988,                   1,               0.995,              0.8955,            0.010486,           0.0018925,                   0,           0.0089763,           0.0089763,           0.0089763
                 221,              0.0141,           0.0045885,                   0,                   1,             0.99988,               0.995,             0.80704,            0.017411,           0.0021163,                   0,           0.0089673,           0.0089673,           0.0089673
                 222,            0.017403,           0.0045438,                   0,             0.99996,                   1,               0.995,             0.94933,            0.012775,           0.0021521,                   0,           0.0089583,           0.0089583,           0.0089583
                 223,            0.016279,           0.0039454,                   0,             0.99989,                   1,               0.995,             0.81585,             0.01929,           0.0031036,                   0,           0.0089492,           0.0089492,           0.0089492
                 224,            0.017863,           0.0043923,                   0,              0.9999,                   1,               0.995,             0.83893,            0.012638,            0.003339,                   0,           0.0089401,           0.0089401,           0.0089401
                 225,            0.017078,            0.003737,                   0,                   1,              0.9998,               0.995,             0.89473,            0.016204,            0.004762,                   0,            0.008931,            0.008931,            0.008931
                 226,            0.017442,           0.0048179,                   0,                   1,             0.99997,               0.995,             0.72886,            0.015351,           0.0043996,                   0,           0.0089218,           0.0089218,           0.0089218
                 227,            0.019814,           0.0045525,                   0,                   1,             0.99983,               0.995,              0.8075,            0.016855,           0.0040652,                   0,           0.0089126,           0.0089126,           0.0089126
                 228,            0.018698,           0.0043959,                   0,             0.99981,                   1,               0.995,             0.83114,            0.015837,           0.0043774,                   0,           0.0089034,           0.0089034,           0.0089034
                 229,            0.015959,           0.0047847,                   0,             0.99973,                   1,               0.995,               0.908,            0.012936,            0.004019,                   0,           0.0088941,           0.0088941,           0.0088941
                 230,            0.014899,           0.0052304,                   0,             0.99992,                   1,               0.995,             0.89742,            0.011828,           0.0040976,                   0,           0.0088848,           0.0088848,           0.0088848
                 231,            0.015318,           0.0052432,                   0,             0.99999,                   1,               0.995,              0.8955,            0.010819,           0.0024678,                   0,           0.0088755,           0.0088755,           0.0088755
                 232,            0.015486,           0.0039439,                   0,             0.99985,                   1,               0.995,             0.94007,            0.013476,           0.0020434,                   0,           0.0088661,           0.0088661,           0.0088661
                 233,            0.015917,             0.00396,                   0,             0.99988,                   1,               0.995,             0.92325,             0.01128,           0.0019553,                   0,           0.0088567,           0.0088567,           0.0088567
                 234,            0.017746,           0.0048697,                   0,             0.99978,                   1,               0.995,              0.8186,            0.013783,           0.0021399,                   0,           0.0088473,           0.0088473,           0.0088473
                 235,            0.018077,           0.0046592,                   0,             0.99983,                   1,               0.995,             0.91013,            0.011806,           0.0022483,                   0,           0.0088378,           0.0088378,           0.0088378
                 236,            0.018353,           0.0047223,                   0,             0.99989,                   1,               0.995,             0.91028,            0.011907,           0.0023198,                   0,           0.0088283,           0.0088283,           0.0088283
                 237,            0.014345,           0.0044358,                   0,             0.99981,                   1,               0.995,             0.88348,            0.011818,           0.0024185,                   0,           0.0088188,           0.0088188,           0.0088188
                 238,            0.013662,           0.0047211,                   0,             0.99992,                   1,               0.995,             0.92344,           0.0092806,           0.0022973,                   0,           0.0088092,           0.0088092,           0.0088092
                 239,             0.01451,           0.0044698,                   0,              0.9999,                   1,               0.995,              0.8955,            0.015366,           0.0023904,                   0,           0.0087996,           0.0087996,           0.0087996
                 240,             0.01575,           0.0048805,                   0,             0.99989,                   1,               0.995,              0.9315,              0.0138,           0.0024155,                   0,             0.00879,             0.00879,             0.00879
                 241,            0.015884,           0.0040547,                   0,                   1,             0.99998,               0.995,             0.81236,            0.012436,           0.0026105,                   0,           0.0087804,           0.0087804,           0.0087804
                 242,            0.016244,           0.0043434,                   0,                   1,                   1,               0.995,             0.91234,            0.014789,           0.0032862,                   0,           0.0087707,           0.0087707,           0.0087707
                 243,            0.019313,           0.0053557,                   0,             0.99969,                   1,               0.995,             0.87317,            0.013488,           0.0032004,                   0,           0.0087609,           0.0087609,           0.0087609
                 244,            0.015487,           0.0045097,                   0,             0.99986,                   1,               0.995,             0.90712,            0.013993,           0.0036404,                   0,           0.0087512,           0.0087512,           0.0087512
                 245,            0.016851,           0.0044775,                   0,             0.99996,                   1,               0.995,             0.94177,            0.012761,           0.0034396,                   0,           0.0087414,           0.0087414,           0.0087414
                 246,            0.016891,           0.0055234,                   0,             0.99989,                   1,               0.995,             0.86704,            0.013073,            0.003606,                   0,           0.0087316,           0.0087316,           0.0087316
                 247,            0.016371,            0.004275,                   0,             0.99987,                   1,               0.995,              0.8675,            0.012406,           0.0034029,                   0,           0.0087217,           0.0087217,           0.0087217
                 248,            0.017596,           0.0043235,                   0,                   1,             0.99998,               0.995,             0.84142,            0.012222,           0.0033719,                   0,           0.0087118,           0.0087118,           0.0087118
                 249,            0.016028,           0.0045053,                   0,             0.99979,                   1,               0.995,             0.92292,            0.012752,           0.0024863,                   0,           0.0087019,           0.0087019,           0.0087019
                 250,            0.016634,           0.0041363,                   0,             0.99992,                   1,               0.995,             0.90659,            0.011352,           0.0021358,                   0,            0.008692,            0.008692,            0.008692
                 251,            0.013128,           0.0042062,                   0,             0.99988,                   1,               0.995,             0.91067,            0.012128,           0.0018665,                   0,            0.008682,            0.008682,            0.008682
                 252,            0.014017,           0.0043633,                   0,             0.99981,                   1,               0.995,              0.9601,           0.0090119,           0.0018016,                   0,            0.008672,            0.008672,            0.008672
                 253,            0.015051,           0.0043512,                   0,             0.99975,                   1,               0.995,               0.995,           0.0086301,            0.001814,                   0,           0.0086619,           0.0086619,           0.0086619
                 254,            0.013162,           0.0044353,                   0,             0.99983,                   1,               0.995,             0.93737,           0.0095919,           0.0019251,                   0,           0.0086519,           0.0086519,           0.0086519
                 255,            0.013269,           0.0041672,                   0,             0.99998,                   1,               0.995,             0.83394,            0.010107,           0.0020151,                   0,           0.0086417,           0.0086417,           0.0086417
                 256,            0.014034,            0.003753,                   0,             0.99994,                   1,               0.995,             0.87044,            0.011155,           0.0020709,                   0,           0.0086316,           0.0086316,           0.0086316
                 257,            0.016201,           0.0042118,                   0,             0.99994,                   1,               0.995,             0.86331,            0.013386,           0.0022267,                   0,           0.0086214,           0.0086214,           0.0086214
                 258,            0.014464,           0.0045468,                   0,             0.99983,                   1,               0.995,              0.9315,            0.011696,           0.0021268,                   0,           0.0086112,           0.0086112,           0.0086112
                 259,            0.014359,           0.0039061,                   0,             0.99979,                   1,               0.995,             0.94892,            0.012189,           0.0019279,                   0,            0.008601,            0.008601,            0.008601
                 260,            0.015544,           0.0043763,                   0,             0.99994,                   1,               0.995,             0.87112,            0.012639,           0.0020617,                   0,           0.0085908,           0.0085908,           0.0085908
                 261,            0.017131,           0.0042064,                   0,             0.99987,                   1,               0.995,             0.95209,            0.012795,           0.0018667,                   0,           0.0085805,           0.0085805,           0.0085805
                 262,            0.013734,           0.0044582,                   0,             0.99985,                   1,               0.995,              0.8619,            0.012887,           0.0019476,                   0,           0.0085701,           0.0085701,           0.0085701
                 263,            0.013396,           0.0037419,                   0,             0.99983,                   1,               0.995,             0.92317,            0.011756,           0.0019282,                   0,           0.0085598,           0.0085598,           0.0085598
                 264,            0.012882,           0.0038709,                   0,             0.99996,                   1,               0.995,              0.8744,            0.014213,           0.0019652,                   0,           0.0085494,           0.0085494,           0.0085494
                 265,            0.011979,           0.0040507,                   0,             0.99981,                   1,               0.995,              0.9112,            0.011303,           0.0017766,                   0,            0.008539,            0.008539,            0.008539
                 266,            0.017807,           0.0046164,                   0,             0.99977,                   1,               0.995,             0.72256,            0.017524,           0.0019953,                   0,           0.0085286,           0.0085286,           0.0085286
                 267,            0.019278,           0.0036877,                   0,             0.99976,                   1,               0.995,              0.9112,            0.013645,           0.0018705,                   0,           0.0085181,           0.0085181,           0.0085181
                 268,            0.017498,           0.0046531,                   0,              0.9999,                   1,               0.995,              0.8955,            0.012005,           0.0019444,                   0,           0.0085076,           0.0085076,           0.0085076
                 269,            0.013301,           0.0041952,                   0,             0.99986,                   1,               0.995,              0.9238,            0.010738,           0.0018877,                   0,           0.0084971,           0.0084971,           0.0084971
                 270,             0.01366,           0.0040265,                   0,                   1,             0.99977,               0.995,              0.8678,             0.01315,           0.0019373,                   0,           0.0084865,           0.0084865,           0.0084865
                 271,            0.014022,           0.0040458,                   0,             0.99984,                   1,               0.995,              0.7821,            0.011477,           0.0019052,                   0,           0.0084759,           0.0084759,           0.0084759
                 272,            0.014646,           0.0041054,                   0,                   1,             0.99983,               0.995,             0.87112,             0.01107,           0.0018662,                   0,           0.0084653,           0.0084653,           0.0084653
                 273,            0.015477,           0.0045921,                   0,             0.99994,                   1,               0.995,             0.79489,            0.012179,            0.001882,                   0,           0.0084546,           0.0084546,           0.0084546
                 274,            0.014905,           0.0041359,                   0,             0.99998,                   1,               0.995,             0.80733,            0.015365,           0.0021811,                   0,            0.008444,            0.008444,            0.008444
                 275,            0.017112,           0.0040626,                   0,             0.99985,                   1,               0.995,             0.97325,            0.012155,           0.0021718,                   0,           0.0084333,           0.0084333,           0.0084333
                 276,            0.014442,           0.0037916,                   0,             0.99986,                   1,               0.995,              0.9275,            0.012079,           0.0024626,                   0,           0.0084225,           0.0084225,           0.0084225
                 277,             0.01476,           0.0038809,                   0,              0.9998,                   1,               0.995,             0.91155,            0.010696,           0.0025071,                   0,           0.0084118,           0.0084118,           0.0084118
                 278,            0.015082,           0.0048651,                   0,             0.99977,                   1,               0.995,             0.90943,            0.011326,           0.0026829,                   0,            0.008401,            0.008401,            0.008401
                 279,            0.013696,           0.0042273,                   0,             0.99976,                   1,               0.995,             0.93959,            0.010168,           0.0026486,                   0,           0.0083901,           0.0083901,           0.0083901
                 280,            0.013252,           0.0037816,                   0,             0.99973,                   1,               0.995,             0.93242,            0.011638,            0.002753,                   0,           0.0083793,           0.0083793,           0.0083793
                 281,            0.012351,           0.0037899,                   0,             0.99982,                   1,               0.995,             0.90747,            0.011411,            0.002551,                   0,           0.0083684,           0.0083684,           0.0083684
                 282,            0.017786,           0.0047899,                   0,                   1,                   1,               0.995,             0.81345,            0.015405,           0.0023861,                   0,           0.0083575,           0.0083575,           0.0083575
                 283,            0.021183,           0.0046605,                   0,             0.99998,                   1,               0.995,              0.8955,            0.012372,           0.0020476,                   0,           0.0083466,           0.0083466,           0.0083466
                 284,            0.017104,           0.0042691,                   0,                   1,                   1,               0.995,             0.91046,           0.0099426,            0.001947,                   0,           0.0083356,           0.0083356,           0.0083356
                 285,            0.013417,           0.0046148,                   0,             0.99983,                   1,               0.995,             0.86155,            0.012314,           0.0019736,                   0,           0.0083246,           0.0083246,           0.0083246
                 286,            0.016409,           0.0044452,                   0,             0.99991,                   1,               0.995,             0.91013,            0.013344,           0.0019833,                   0,           0.0083136,           0.0083136,           0.0083136
                 287,            0.016736,           0.0044893,                   0,             0.99983,                   1,               0.995,               0.825,             0.01365,           0.0021294,                   0,           0.0083025,           0.0083025,           0.0083025
                 288,            0.016664,           0.0050209,                   0,             0.99997,                   1,               0.995,             0.83429,             0.01226,           0.0021374,                   0,           0.0082915,           0.0082915,           0.0082915
                 289,            0.014524,           0.0042414,                   0,             0.99978,                   1,               0.995,             0.86442,            0.012005,           0.0021532,                   0,           0.0082804,           0.0082804,           0.0082804
                 290,            0.014554,           0.0037367,                   0,             0.99996,                   1,               0.995,             0.86646,            0.011984,           0.0018915,                   0,           0.0082692,           0.0082692,           0.0082692
                 291,            0.014368,           0.0043511,                   0,             0.99989,                   1,               0.995,             0.82539,            0.012199,           0.0019597,                   0,           0.0082581,           0.0082581,           0.0082581
                 292,            0.015327,           0.0043116,                   0,              0.9999,                   1,               0.995,             0.85542,            0.012348,           0.0018374,                   0,           0.0082469,           0.0082469,           0.0082469
                 293,             0.01377,           0.0038624,                   0,             0.99987,                   1,               0.995,             0.95463,            0.010656,           0.0018123,                   0,           0.0082357,           0.0082357,           0.0082357
                 294,            0.011745,           0.0038097,                   0,             0.99989,                   1,               0.995,             0.81078,            0.012104,            0.001961,                   0,           0.0082244,           0.0082244,           0.0082244
                 295,            0.014408,           0.0038966,                   0,             0.99994,                   1,               0.995,             0.86228,            0.011474,           0.0019477,                   0,           0.0082132,           0.0082132,           0.0082132
                 296,            0.014154,           0.0037671,                   0,              0.9998,                   1,               0.995,             0.90363,            0.011137,           0.0020132,                   0,           0.0082019,           0.0082019,           0.0082019
                 297,            0.016229,           0.0043973,                   0,             0.99985,                   1,               0.995,             0.88703,            0.012766,           0.0019781,                   0,           0.0081906,           0.0081906,           0.0081906
                 298,            0.016364,           0.0043478,                   0,             0.99994,                   1,               0.995,              0.9315,            0.012576,           0.0019262,                   0,           0.0081792,           0.0081792,           0.0081792
                 299,            0.013965,           0.0038416,                   0,             0.99993,                   1,               0.995,             0.88272,             0.01391,            0.001855,                   0,           0.0081679,           0.0081679,           0.0081679
                 300,            0.016076,           0.0040449,                   0,             0.99992,                   1,               0.995,             0.94059,            0.011239,           0.0017868,                   0,           0.0081565,           0.0081565,           0.0081565
                 301,            0.012153,           0.0042172,                   0,             0.99993,                   1,               0.995,             0.92345,            0.011796,           0.0018307,                   0,            0.008145,            0.008145,            0.008145
                 302,            0.014147,            0.004139,                   0,                   1,                   1,               0.995,             0.88567,           0.0093418,             0.00189,                   0,           0.0081336,           0.0081336,           0.0081336
                 303,            0.014411,           0.0040438,                   0,              0.9998,                   1,               0.995,             0.88842,            0.013819,           0.0020565,                   0,           0.0081221,           0.0081221,           0.0081221
                 304,            0.015484,           0.0032077,                   0,              0.9998,                   1,               0.995,             0.92317,            0.014346,           0.0020855,                   0,           0.0081106,           0.0081106,           0.0081106
                 305,            0.016082,            0.004594,                   0,             0.99979,                   1,               0.995,              0.8635,             0.01164,           0.0021015,                   0,           0.0080991,           0.0080991,           0.0080991
                 306,            0.014092,           0.0043614,                   0,              0.9999,                   1,               0.995,             0.88163,            0.010826,           0.0019781,                   0,           0.0080875,           0.0080875,           0.0080875
                 307,            0.013816,           0.0037639,                   0,             0.99996,                   1,               0.995,             0.87167,            0.010349,           0.0019724,                   0,           0.0080759,           0.0080759,           0.0080759
                 308,            0.011251,           0.0035293,                   0,                   1,                   1,               0.995,             0.92224,            0.011348,           0.0020239,                   0,           0.0080643,           0.0080643,           0.0080643
                 309,            0.012126,            0.003951,                   0,             0.99988,                   1,               0.995,               0.922,            0.010412,           0.0020559,                   0,           0.0080527,           0.0080527,           0.0080527
                 310,            0.014695,           0.0040179,                   0,             0.99979,                   1,               0.995,             0.84649,            0.012737,           0.0020598,                   0,           0.0080411,           0.0080411,           0.0080411
                 311,            0.014741,           0.0040158,                   0,             0.99998,                   1,               0.995,              0.8905,            0.012352,           0.0020552,                   0,           0.0080294,           0.0080294,           0.0080294
                 312,             0.01473,           0.0039326,                   0,             0.99996,                   1,               0.995,             0.91729,             0.01287,           0.0019485,                   0,           0.0080177,           0.0080177,           0.0080177
                 313,            0.013583,           0.0039556,                   0,             0.99994,                   1,               0.995,             0.90687,            0.011098,           0.0017592,                   0,           0.0080059,           0.0080059,           0.0080059
                 314,            0.015315,           0.0041922,                   0,              0.9999,                   1,               0.995,             0.92731,            0.013703,           0.0017788,                   0,           0.0079942,           0.0079942,           0.0079942
                 315,            0.014423,           0.0039812,                   0,             0.99983,                   1,               0.995,             0.80688,            0.011892,           0.0018234,                   0,           0.0079824,           0.0079824,           0.0079824
                 316,            0.013296,           0.0037543,                   0,              0.9998,                   1,               0.995,             0.86079,            0.011907,           0.0018032,                   0,           0.0079706,           0.0079706,           0.0079706
                 317,            0.013485,           0.0037656,                   0,              0.9998,                   1,               0.995,             0.90455,            0.012189,           0.0020172,                   0,           0.0079588,           0.0079588,           0.0079588
                 318,            0.015487,           0.0045491,                   0,             0.99996,                   1,               0.995,             0.88975,            0.011223,           0.0020988,                   0,           0.0079469,           0.0079469,           0.0079469
                 319,            0.013833,           0.0038954,                   0,             0.99991,                   1,               0.995,             0.91555,            0.011491,           0.0021639,                   0,            0.007935,            0.007935,            0.007935
                 320,            0.014179,           0.0038884,                   0,             0.99976,                   1,               0.995,             0.92535,            0.011589,           0.0021322,                   0,           0.0079231,           0.0079231,           0.0079231
                 321,            0.015506,           0.0034311,                   0,             0.99978,                   1,               0.995,             0.89275,            0.012479,           0.0022529,                   0,           0.0079112,           0.0079112,           0.0079112
                 322,            0.013229,           0.0038569,                   0,             0.99989,                   1,               0.995,             0.91155,            0.012669,           0.0021221,                   0,           0.0078993,           0.0078993,           0.0078993
                 323,            0.016048,           0.0042492,                   0,             0.99995,                   1,               0.995,              0.9112,            0.010949,           0.0021012,                   0,           0.0078873,           0.0078873,           0.0078873
                 324,            0.010563,           0.0039502,                   0,             0.99986,                   1,               0.995,             0.90943,            0.010968,           0.0018743,                   0,           0.0078753,           0.0078753,           0.0078753
                 325,            0.012399,           0.0038168,                   0,             0.99989,                   1,               0.995,             0.94964,            0.010051,           0.0017323,                   0,           0.0078633,           0.0078633,           0.0078633
                 326,            0.011527,           0.0037364,                   0,             0.99988,                   1,               0.995,             0.91484,             0.01055,           0.0015738,                   0,           0.0078512,           0.0078512,           0.0078512
                 327,            0.012191,           0.0034324,                   0,             0.99986,                   1,               0.995,             0.92489,            0.012261,           0.0015538,                   0,           0.0078392,           0.0078392,           0.0078392
                 328,            0.013259,           0.0039665,                   0,             0.99991,                   1,               0.995,             0.81469,           0.0094552,           0.0014157,                   0,           0.0078271,           0.0078271,           0.0078271
                 329,            0.011392,           0.0039327,                   0,             0.99976,                   1,               0.995,             0.91642,           0.0098099,           0.0014982,                   0,            0.007815,            0.007815,            0.007815
                 330,            0.012639,           0.0036776,                   0,             0.99993,                   1,               0.995,             0.93417,            0.010329,           0.0015775,                   0,           0.0078028,           0.0078028,           0.0078028
                 331,            0.012925,            0.003936,                   0,             0.99984,                   1,               0.995,             0.88563,           0.0096726,           0.0017011,                   0,           0.0077907,           0.0077907,           0.0077907
                 332,            0.016007,           0.0035494,                   0,             0.99995,                   1,               0.995,             0.96808,           0.0084926,           0.0018887,                   0,           0.0077785,           0.0077785,           0.0077785
                 333,            0.013131,           0.0035258,                   0,              0.9998,                   1,               0.995,             0.82642,            0.010758,           0.0022061,                   0,           0.0077663,           0.0077663,           0.0077663
                 334,            0.012479,           0.0039213,                   0,             0.99986,                   1,               0.995,              0.8955,            0.010259,           0.0024162,                   0,           0.0077541,           0.0077541,           0.0077541
                 335,            0.013188,           0.0036023,                   0,             0.99996,                   1,               0.995,             0.85621,            0.010535,           0.0025645,                   0,           0.0077418,           0.0077418,           0.0077418
                 336,            0.011553,           0.0036306,                   0,                   1,             0.99997,               0.995,              0.8341,           0.0091303,           0.0026351,                   0,           0.0077296,           0.0077296,           0.0077296
                 337,            0.012646,           0.0036725,                   0,             0.99976,                   1,               0.995,             0.94925,             0.01169,           0.0027723,                   0,           0.0077173,           0.0077173,           0.0077173
                 338,            0.012487,           0.0035595,                   0,             0.99996,                   1,               0.995,             0.87587,           0.0099897,           0.0030454,                   0,            0.007705,            0.007705,            0.007705
                 339,            0.015042,           0.0037908,                   0,                   1,             0.99978,               0.995,             0.93714,            0.011199,           0.0032459,                   0,           0.0076926,           0.0076926,           0.0076926
